pearsons_correlation,Metadata_treatment,reference,Metadata_Pathway
0.46561260381566383,UCD-0000450,Healthy,Neuronal Signaling
0.48899301239921417,UCD-0000450,Healthy,Neuronal Signaling
0.42915298090967546,UCD-0000450,Healthy,Neuronal Signaling
0.6118066802053691,UCD-0000450,Healthy,Neuronal Signaling
0.5546021343656695,UCD-0000450,Healthy,Neuronal Signaling
0.5371843999606605,UCD-0000450,Healthy,Neuronal Signaling
0.49912615561768225,UCD-0000450,Healthy,Neuronal Signaling
0.6652118470456893,UCD-0000450,Healthy,Neuronal Signaling
0.6005207398778071,UCD-0000450,Healthy,Neuronal Signaling
0.5744819910393545,UCD-0000450,Healthy,Neuronal Signaling
0.4953049636186152,UCD-0000450,Healthy,Neuronal Signaling
0.6316138161874767,UCD-0000450,Healthy,Neuronal Signaling
0.6678557578932434,UCD-0000450,Healthy,Neuronal Signaling
0.57730663143905,UCD-0000450,Healthy,Neuronal Signaling
0.48937133377974623,UCD-0000450,Healthy,Neuronal Signaling
0.5813655990386181,UCD-0000450,Healthy,Neuronal Signaling
0.5994549068879416,UCD-0000450,Healthy,Neuronal Signaling
0.5562697990766711,UCD-0000450,Healthy,Neuronal Signaling
0.4969500338374261,UCD-0000450,Healthy,Neuronal Signaling
0.633308956027797,UCD-0000450,Healthy,Neuronal Signaling
0.5078906248429371,UCD-0000450,Healthy,Neuronal Signaling
0.5366305192401247,UCD-0000450,Healthy,Neuronal Signaling
0.41338848362922,UCD-0000450,Healthy,Neuronal Signaling
0.6022706249371487,UCD-0000450,Healthy,Neuronal Signaling
0.5181598536240655,UCD-0000450,Healthy,Neuronal Signaling
0.5255875171891353,UCD-0000450,Healthy,Neuronal Signaling
0.39815269609317194,UCD-0000450,Healthy,Neuronal Signaling
0.5914000222307191,UCD-0000450,Healthy,Neuronal Signaling
0.480805818581106,UCD-0000450,Healthy,Neuronal Signaling
0.5014375175401499,UCD-0000450,Healthy,Neuronal Signaling
0.3052050487595176,UCD-0000450,Healthy,Neuronal Signaling
0.42756825257493175,UCD-0000450,Healthy,Neuronal Signaling
0.6357019452615471,UCD-0000450,Healthy,Neuronal Signaling
0.5909366783397969,UCD-0000450,Healthy,Neuronal Signaling
0.6307713223440938,UCD-0000450,Healthy,Neuronal Signaling
0.7496734675287572,UCD-0000450,Healthy,Neuronal Signaling
0.5627664669572316,UCD-0000450,Healthy,Neuronal Signaling
0.6482888443404828,UCD-0000450,Healthy,Neuronal Signaling
0.6803236412399437,UCD-0000450,Healthy,Neuronal Signaling
0.6801036011694006,UCD-0000450,Healthy,Neuronal Signaling
0.6787236392254623,UCD-0000450,Healthy,Neuronal Signaling
0.7020030017408441,UCD-0000450,Healthy,Neuronal Signaling
0.6756537853917821,UCD-0000450,Healthy,Neuronal Signaling
0.7003567083332116,UCD-0000450,Healthy,Neuronal Signaling
0.5699742698858394,UCD-0000450,Healthy,Neuronal Signaling
0.49063361653902277,UCD-0000450,Healthy,Neuronal Signaling
0.4869567954492981,UCD-0000450,Healthy,Neuronal Signaling
0.5130876716813306,UCD-0000450,Healthy,Neuronal Signaling
0.5544762283287509,UCD-0000450,Healthy,Neuronal Signaling
0.5493159754967946,UCD-0000450,Healthy,Neuronal Signaling
0.550976547866683,UCD-0000450,Healthy,Neuronal Signaling
0.697007151931701,UCD-0000450,Healthy,Neuronal Signaling
0.4825689306125219,UCD-0000450,Healthy,Neuronal Signaling
0.48868071845930816,UCD-0000450,Healthy,Neuronal Signaling
0.4695362923023851,UCD-0000450,Healthy,Neuronal Signaling
0.6294202001700713,UCD-0000450,Healthy,Neuronal Signaling
0.4225743192935475,UCD-0000450,Healthy,Neuronal Signaling
0.5116634785888751,UCD-0000450,Healthy,Neuronal Signaling
0.39074689849447697,UCD-0000450,Healthy,Neuronal Signaling
0.6006146062513873,UCD-0000450,Healthy,Neuronal Signaling
0.445989717451438,UCD-0000450,Healthy,Neuronal Signaling
0.5148538784780209,UCD-0000450,Healthy,Neuronal Signaling
0.3419309487199687,UCD-0000450,Healthy,Neuronal Signaling
0.517630558277314,UCD-0000450,Healthy,Neuronal Signaling
-0.2983607438388839,UCD-0000721,Healthy,Neuronal Signaling
-0.27109021836724734,UCD-0000721,Healthy,Neuronal Signaling
-0.23096510425378067,UCD-0000721,Healthy,Neuronal Signaling
-0.23646239072261002,UCD-0000721,Healthy,Neuronal Signaling
-0.2555497579363744,UCD-0000721,Healthy,Neuronal Signaling
-0.370438785561331,UCD-0000721,Healthy,Neuronal Signaling
-0.328337926455773,UCD-0000721,Healthy,Neuronal Signaling
-0.290527112032467,UCD-0000721,Healthy,Neuronal Signaling
-0.3389585917464712,UCD-0000721,Healthy,Neuronal Signaling
-0.3327757292889048,UCD-0000721,Healthy,Neuronal Signaling
-0.3922223809370505,UCD-0000721,Healthy,Neuronal Signaling
-0.5594735334006029,UCD-0000721,Healthy,Neuronal Signaling
-0.2745996048192171,UCD-0000721,Healthy,Neuronal Signaling
-0.31381076541752206,UCD-0000721,Healthy,Neuronal Signaling
-0.27234122329571325,UCD-0000721,Healthy,Neuronal Signaling
-0.13533797524054694,UCD-0000721,Healthy,Neuronal Signaling
0.3972489253514358,UCD-0001014,Healthy,Neuronal Signaling
0.2242595562264091,UCD-0001014,Healthy,Neuronal Signaling
0.27933034029307835,UCD-0001014,Healthy,Neuronal Signaling
0.26035838381770027,UCD-0001014,Healthy,Neuronal Signaling
0.3834201893303206,UCD-0001014,Healthy,Neuronal Signaling
0.2780678207215348,UCD-0001014,Healthy,Neuronal Signaling
0.28401627337300295,UCD-0001014,Healthy,Neuronal Signaling
0.2758861041502964,UCD-0001014,Healthy,Neuronal Signaling
0.35977690106805815,UCD-0001014,Healthy,Neuronal Signaling
0.2618301026927741,UCD-0001014,Healthy,Neuronal Signaling
0.2680971554882467,UCD-0001014,Healthy,Neuronal Signaling
0.26444732745246313,UCD-0001014,Healthy,Neuronal Signaling
0.32186370130955316,UCD-0001014,Healthy,Neuronal Signaling
0.284264507663392,UCD-0001014,Healthy,Neuronal Signaling
0.2501365890242917,UCD-0001014,Healthy,Neuronal Signaling
0.306454222797661,UCD-0001014,Healthy,Neuronal Signaling
0.3742513595215459,UCD-0001014,Healthy,Neuronal Signaling
0.2701502059641339,UCD-0001014,Healthy,Neuronal Signaling
0.29219836814426087,UCD-0001014,Healthy,Neuronal Signaling
0.3156680387050741,UCD-0001014,Healthy,Neuronal Signaling
0.4071112270358395,UCD-0001014,Healthy,Neuronal Signaling
0.3023350309829917,UCD-0001014,Healthy,Neuronal Signaling
0.24364051729522568,UCD-0001014,Healthy,Neuronal Signaling
0.2950152099830501,UCD-0001014,Healthy,Neuronal Signaling
0.4118781874791178,UCD-0001014,Healthy,Neuronal Signaling
0.24284399909017867,UCD-0001014,Healthy,Neuronal Signaling
0.2716786441700434,UCD-0001014,Healthy,Neuronal Signaling
0.24815978376832423,UCD-0001014,Healthy,Neuronal Signaling
0.2651602407564556,UCD-0001014,Healthy,Neuronal Signaling
0.12125736580805961,UCD-0001014,Healthy,Neuronal Signaling
0.10953191205319562,UCD-0001014,Healthy,Neuronal Signaling
0.1518347066183282,UCD-0001014,Healthy,Neuronal Signaling
0.6031783365014338,UCD-0001014,Healthy,Neuronal Signaling
0.4517713100785364,UCD-0001014,Healthy,Neuronal Signaling
0.5353617483341176,UCD-0001014,Healthy,Neuronal Signaling
0.47155078874211176,UCD-0001014,Healthy,Neuronal Signaling
0.506347309272366,UCD-0001014,Healthy,Neuronal Signaling
0.4060933247013485,UCD-0001014,Healthy,Neuronal Signaling
0.450288088475771,UCD-0001014,Healthy,Neuronal Signaling
0.421058290740614,UCD-0001014,Healthy,Neuronal Signaling
0.4532833820819758,UCD-0001014,Healthy,Neuronal Signaling
0.382875857899836,UCD-0001014,Healthy,Neuronal Signaling
0.3639331057591884,UCD-0001014,Healthy,Neuronal Signaling
0.37199317840877005,UCD-0001014,Healthy,Neuronal Signaling
0.48157497330889,UCD-0001014,Healthy,Neuronal Signaling
0.4403187709985437,UCD-0001014,Healthy,Neuronal Signaling
0.4395753708008832,UCD-0001014,Healthy,Neuronal Signaling
0.4885124084960384,UCD-0001014,Healthy,Neuronal Signaling
0.4228187713523587,UCD-0001014,Healthy,Neuronal Signaling
0.2585391655504928,UCD-0001014,Healthy,Neuronal Signaling
0.3385168617836014,UCD-0001014,Healthy,Neuronal Signaling
0.27685867670865877,UCD-0001014,Healthy,Neuronal Signaling
0.36178753600991215,UCD-0001014,Healthy,Neuronal Signaling
0.14752659920014008,UCD-0001014,Healthy,Neuronal Signaling
0.26019054286700005,UCD-0001014,Healthy,Neuronal Signaling
0.1778960220344026,UCD-0001014,Healthy,Neuronal Signaling
0.3227639776333974,UCD-0001014,Healthy,Neuronal Signaling
0.18015842155092857,UCD-0001014,Healthy,Neuronal Signaling
0.20242501950409716,UCD-0001014,Healthy,Neuronal Signaling
0.175798458852884,UCD-0001014,Healthy,Neuronal Signaling
0.1720215353706042,UCD-0001014,Healthy,Neuronal Signaling
0.07602017218104232,UCD-0001014,Healthy,Neuronal Signaling
-0.017975343800281866,UCD-0001014,Healthy,Neuronal Signaling
0.03844451126659212,UCD-0001014,Healthy,Neuronal Signaling
0.1425770517768948,UCD-0001016,Healthy,Neuronal Signaling
0.2444115387733523,UCD-0001016,Healthy,Neuronal Signaling
0.3348226395370283,UCD-0001016,Healthy,Neuronal Signaling
0.34637176464508346,UCD-0001016,Healthy,Neuronal Signaling
0.1306482281248669,UCD-0001016,Healthy,Neuronal Signaling
0.2351150985333134,UCD-0001016,Healthy,Neuronal Signaling
0.2866836686100138,UCD-0001016,Healthy,Neuronal Signaling
0.30548422016083016,UCD-0001016,Healthy,Neuronal Signaling
0.07022111009790094,UCD-0001016,Healthy,Neuronal Signaling
0.16018576960924152,UCD-0001016,Healthy,Neuronal Signaling
0.20847604894976485,UCD-0001016,Healthy,Neuronal Signaling
0.26549731198804083,UCD-0001016,Healthy,Neuronal Signaling
0.030409987271208697,UCD-0001016,Healthy,Neuronal Signaling
0.11904915626022831,UCD-0001016,Healthy,Neuronal Signaling
0.11961673578377904,UCD-0001016,Healthy,Neuronal Signaling
0.24143482975577804,UCD-0001016,Healthy,Neuronal Signaling
0.05891798783987763,UCD-0001016,Healthy,Neuronal Signaling
0.1748512513271496,UCD-0001016,Healthy,Neuronal Signaling
0.21142028787753267,UCD-0001016,Healthy,Neuronal Signaling
0.2594937819702506,UCD-0001016,Healthy,Neuronal Signaling
0.10942617660447955,UCD-0001016,Healthy,Neuronal Signaling
0.21600562662370598,UCD-0001016,Healthy,Neuronal Signaling
0.27667409077843197,UCD-0001016,Healthy,Neuronal Signaling
0.3114455608641542,UCD-0001016,Healthy,Neuronal Signaling
0.032416786238463995,UCD-0001016,Healthy,Neuronal Signaling
0.11002375488994072,UCD-0001016,Healthy,Neuronal Signaling
0.18115929286938953,UCD-0001016,Healthy,Neuronal Signaling
0.2880130566051628,UCD-0001016,Healthy,Neuronal Signaling
-0.19820874432265323,UCD-0001016,Healthy,Neuronal Signaling
-0.09512015438072824,UCD-0001016,Healthy,Neuronal Signaling
-0.09233072906358634,UCD-0001016,Healthy,Neuronal Signaling
0.0383627489268035,UCD-0001016,Healthy,Neuronal Signaling
0.2929684907802689,UCD-0001016,Healthy,Neuronal Signaling
0.3518588441829217,UCD-0001016,Healthy,Neuronal Signaling
0.45786962280924964,UCD-0001016,Healthy,Neuronal Signaling
0.5281941604128109,UCD-0001016,Healthy,Neuronal Signaling
0.3072347311006038,UCD-0001016,Healthy,Neuronal Signaling
0.4064449412417191,UCD-0001016,Healthy,Neuronal Signaling
0.4241151023093228,UCD-0001016,Healthy,Neuronal Signaling
0.4268882110944636,UCD-0001016,Healthy,Neuronal Signaling
0.1919504661080731,UCD-0001016,Healthy,Neuronal Signaling
0.28106958321903736,UCD-0001016,Healthy,Neuronal Signaling
0.2838495475138495,UCD-0001016,Healthy,Neuronal Signaling
0.3399690703982962,UCD-0001016,Healthy,Neuronal Signaling
0.23290098009093732,UCD-0001016,Healthy,Neuronal Signaling
0.26346738382280077,UCD-0001016,Healthy,Neuronal Signaling
0.316910676545686,UCD-0001016,Healthy,Neuronal Signaling
0.3137225870260635,UCD-0001016,Healthy,Neuronal Signaling
0.19682219329378187,UCD-0001016,Healthy,Neuronal Signaling
0.29389861622051294,UCD-0001016,Healthy,Neuronal Signaling
0.3425981274968598,UCD-0001016,Healthy,Neuronal Signaling
0.33605556328586644,UCD-0001016,Healthy,Neuronal Signaling
0.0389352297222603,UCD-0001016,Healthy,Neuronal Signaling
0.13721559501908204,UCD-0001016,Healthy,Neuronal Signaling
0.2169309144797262,UCD-0001016,Healthy,Neuronal Signaling
0.26036631364062846,UCD-0001016,Healthy,Neuronal Signaling
0.1451558580436708,UCD-0001016,Healthy,Neuronal Signaling
0.23294046688562545,UCD-0001016,Healthy,Neuronal Signaling
0.3092798068521621,UCD-0001016,Healthy,Neuronal Signaling
0.3198084183355457,UCD-0001016,Healthy,Neuronal Signaling
0.0023275583204992838,UCD-0001016,Healthy,Neuronal Signaling
0.1091512602388991,UCD-0001016,Healthy,Neuronal Signaling
0.076804182299082,UCD-0001016,Healthy,Neuronal Signaling
0.12698166188563517,UCD-0001016,Healthy,Neuronal Signaling
-0.0763081989813449,UCD-0001024,Healthy,Neuronal Signaling
-0.07326867774088267,UCD-0001024,Healthy,Neuronal Signaling
-0.05331551933879372,UCD-0001024,Healthy,Neuronal Signaling
-0.021695852808257397,UCD-0001024,Healthy,Neuronal Signaling
-0.04945746636572453,UCD-0001024,Healthy,Neuronal Signaling
-0.011563175538976421,UCD-0001024,Healthy,Neuronal Signaling
-0.030449050075720123,UCD-0001024,Healthy,Neuronal Signaling
0.007379418268033991,UCD-0001024,Healthy,Neuronal Signaling
-0.16411828500489464,UCD-0001024,Healthy,Neuronal Signaling
-0.12216197771837148,UCD-0001024,Healthy,Neuronal Signaling
-0.06537581445887314,UCD-0001024,Healthy,Neuronal Signaling
-0.03241708891675307,UCD-0001024,Healthy,Neuronal Signaling
-0.21144038643838464,UCD-0001024,Healthy,Neuronal Signaling
-0.17245116403766783,UCD-0001024,Healthy,Neuronal Signaling
-0.028331494678725744,UCD-0001024,Healthy,Neuronal Signaling
-0.025026285937790473,UCD-0001024,Healthy,Neuronal Signaling
-0.06344252714063034,UCD-0001024,Healthy,Neuronal Signaling
-0.10208693170085077,UCD-0001024,Healthy,Neuronal Signaling
-0.06355564464494524,UCD-0001024,Healthy,Neuronal Signaling
-0.01458034788403441,UCD-0001024,Healthy,Neuronal Signaling
-0.14454360053677287,UCD-0001024,Healthy,Neuronal Signaling
-0.1534766142548257,UCD-0001024,Healthy,Neuronal Signaling
-0.1139455140588546,UCD-0001024,Healthy,Neuronal Signaling
-0.056287235519273005,UCD-0001024,Healthy,Neuronal Signaling
-0.3040878366919201,UCD-0001024,Healthy,Neuronal Signaling
-0.2026262671467304,UCD-0001024,Healthy,Neuronal Signaling
-0.1382163975198078,UCD-0001024,Healthy,Neuronal Signaling
-0.17490698982327443,UCD-0001024,Healthy,Neuronal Signaling
-0.4255961473719779,UCD-0001024,Healthy,Neuronal Signaling
-0.4149552907044994,UCD-0001024,Healthy,Neuronal Signaling
-0.30591491761188483,UCD-0001024,Healthy,Neuronal Signaling
-0.3062757934112421,UCD-0001024,Healthy,Neuronal Signaling
0.03350536249693449,UCD-0001024,Healthy,Neuronal Signaling
0.1608295768037182,UCD-0001024,Healthy,Neuronal Signaling
0.13753283296632,UCD-0001024,Healthy,Neuronal Signaling
0.061832642044020864,UCD-0001024,Healthy,Neuronal Signaling
0.22320941170618408,UCD-0001024,Healthy,Neuronal Signaling
0.2435879219738052,UCD-0001024,Healthy,Neuronal Signaling
0.2252308648631012,UCD-0001024,Healthy,Neuronal Signaling
0.18617122697196614,UCD-0001024,Healthy,Neuronal Signaling
-0.021616692316827103,UCD-0001024,Healthy,Neuronal Signaling
0.026255452886881598,UCD-0001024,Healthy,Neuronal Signaling
0.04393365982075301,UCD-0001024,Healthy,Neuronal Signaling
0.07630197291527888,UCD-0001024,Healthy,Neuronal Signaling
0.06225176564424328,UCD-0001024,Healthy,Neuronal Signaling
0.04385060801270443,UCD-0001024,Healthy,Neuronal Signaling
0.07824409841955941,UCD-0001024,Healthy,Neuronal Signaling
0.09576060942469021,UCD-0001024,Healthy,Neuronal Signaling
0.05262767479451103,UCD-0001024,Healthy,Neuronal Signaling
0.08096208237607998,UCD-0001024,Healthy,Neuronal Signaling
0.04430228529078817,UCD-0001024,Healthy,Neuronal Signaling
0.09045068876932423,UCD-0001024,Healthy,Neuronal Signaling
-0.1525922206112901,UCD-0001024,Healthy,Neuronal Signaling
-0.0918160217798251,UCD-0001024,Healthy,Neuronal Signaling
-0.1305649424189435,UCD-0001024,Healthy,Neuronal Signaling
-0.11530117095382063,UCD-0001024,Healthy,Neuronal Signaling
-0.16269724915198014,UCD-0001024,Healthy,Neuronal Signaling
-0.09928570430261481,UCD-0001024,Healthy,Neuronal Signaling
-0.0842265546584077,UCD-0001024,Healthy,Neuronal Signaling
-0.061477325594951324,UCD-0001024,Healthy,Neuronal Signaling
-0.26229989413230886,UCD-0001024,Healthy,Neuronal Signaling
-0.24892616636500745,UCD-0001024,Healthy,Neuronal Signaling
-0.16287061587586468,UCD-0001024,Healthy,Neuronal Signaling
-0.03169907403769071,UCD-0001024,Healthy,Neuronal Signaling
0.43418704660554625,UCD-0001040,Healthy,Endocrinology & Hormones
0.35981036510371994,UCD-0001040,Healthy,Endocrinology & Hormones
0.3575356651963203,UCD-0001040,Healthy,Endocrinology & Hormones
0.18648272471572702,UCD-0001040,Healthy,Endocrinology & Hormones
0.47298262184688555,UCD-0001040,Healthy,Endocrinology & Hormones
0.43978485773324055,UCD-0001040,Healthy,Endocrinology & Hormones
0.407301615668863,UCD-0001040,Healthy,Endocrinology & Hormones
0.2764292179167056,UCD-0001040,Healthy,Endocrinology & Hormones
0.5599546948523811,UCD-0001040,Healthy,Endocrinology & Hormones
0.5359732910332983,UCD-0001040,Healthy,Endocrinology & Hormones
0.4262626652236815,UCD-0001040,Healthy,Endocrinology & Hormones
0.30477149188422864,UCD-0001040,Healthy,Endocrinology & Hormones
0.6769954889783918,UCD-0001040,Healthy,Endocrinology & Hormones
0.6655401504298252,UCD-0001040,Healthy,Endocrinology & Hormones
0.5369269461726398,UCD-0001040,Healthy,Endocrinology & Hormones
0.4194698318573146,UCD-0001040,Healthy,Endocrinology & Hormones
0.522158546719609,UCD-0001040,Healthy,Endocrinology & Hormones
0.4959283687306119,UCD-0001040,Healthy,Endocrinology & Hormones
0.38843983249611114,UCD-0001040,Healthy,Endocrinology & Hormones
0.27300833354151804,UCD-0001040,Healthy,Endocrinology & Hormones
0.44124375138501326,UCD-0001040,Healthy,Endocrinology & Hormones
0.39760140243481235,UCD-0001040,Healthy,Endocrinology & Hormones
0.3128530149604348,UCD-0001040,Healthy,Endocrinology & Hormones
0.15309415299637705,UCD-0001040,Healthy,Endocrinology & Hormones
0.4828020514570125,UCD-0001040,Healthy,Endocrinology & Hormones
0.46407285934388387,UCD-0001040,Healthy,Endocrinology & Hormones
0.4170091567979405,UCD-0001040,Healthy,Endocrinology & Hormones
0.1999797547093251,UCD-0001040,Healthy,Endocrinology & Hormones
0.4191239828472072,UCD-0001040,Healthy,Endocrinology & Hormones
0.477763285402655,UCD-0001040,Healthy,Endocrinology & Hormones
0.3126560878844013,UCD-0001040,Healthy,Endocrinology & Hormones
0.1362571645618244,UCD-0001040,Healthy,Endocrinology & Hormones
0.5254770425030924,UCD-0001040,Healthy,Endocrinology & Hormones
0.4816580625807028,UCD-0001040,Healthy,Endocrinology & Hormones
0.5465736904427942,UCD-0001040,Healthy,Endocrinology & Hormones
0.3309922192106975,UCD-0001040,Healthy,Endocrinology & Hormones
0.5055228251150823,UCD-0001040,Healthy,Endocrinology & Hormones
0.5233737235282322,UCD-0001040,Healthy,Endocrinology & Hormones
0.5331708510736994,UCD-0001040,Healthy,Endocrinology & Hormones
0.443138230500251,UCD-0001040,Healthy,Endocrinology & Hormones
0.6664673598731606,UCD-0001040,Healthy,Endocrinology & Hormones
0.665204406860355,UCD-0001040,Healthy,Endocrinology & Hormones
0.6255899139174443,UCD-0001040,Healthy,Endocrinology & Hormones
0.46202960785133185,UCD-0001040,Healthy,Endocrinology & Hormones
0.46136141094433814,UCD-0001040,Healthy,Endocrinology & Hormones
0.4176341018350449,UCD-0001040,Healthy,Endocrinology & Hormones
0.41560729757866977,UCD-0001040,Healthy,Endocrinology & Hormones
0.19261953905545132,UCD-0001040,Healthy,Endocrinology & Hormones
0.4751934693429315,UCD-0001040,Healthy,Endocrinology & Hormones
0.42854927084165884,UCD-0001040,Healthy,Endocrinology & Hormones
0.44346495746478326,UCD-0001040,Healthy,Endocrinology & Hormones
0.33940816752975994,UCD-0001040,Healthy,Endocrinology & Hormones
0.43089792536712584,UCD-0001040,Healthy,Endocrinology & Hormones
0.40045230508597673,UCD-0001040,Healthy,Endocrinology & Hormones
0.418223458042211,UCD-0001040,Healthy,Endocrinology & Hormones
0.2671171848131848,UCD-0001040,Healthy,Endocrinology & Hormones
0.4508275898039297,UCD-0001040,Healthy,Endocrinology & Hormones
0.42979469661864367,UCD-0001040,Healthy,Endocrinology & Hormones
0.39145756196025067,UCD-0001040,Healthy,Endocrinology & Hormones
0.25309437181023947,UCD-0001040,Healthy,Endocrinology & Hormones
0.5454326851412341,UCD-0001040,Healthy,Endocrinology & Hormones
0.5276735338359503,UCD-0001040,Healthy,Endocrinology & Hormones
0.3901831397985137,UCD-0001040,Healthy,Endocrinology & Hormones
0.3535882882042442,UCD-0001040,Healthy,Endocrinology & Hormones
-0.16756844002988766,UCD-0001613,Healthy,Endocrinology & Hormones
-0.010450915440264953,UCD-0001613,Healthy,Endocrinology & Hormones
0.06552449274934964,UCD-0001613,Healthy,Endocrinology & Hormones
0.17760237939021067,UCD-0001613,Healthy,Endocrinology & Hormones
-0.12959554376847418,UCD-0001613,Healthy,Endocrinology & Hormones
0.07591889195802927,UCD-0001613,Healthy,Endocrinology & Hormones
0.09186710900910902,UCD-0001613,Healthy,Endocrinology & Hormones
0.11732954276666686,UCD-0001613,Healthy,Endocrinology & Hormones
-0.1820700016942298,UCD-0001613,Healthy,Endocrinology & Hormones
-0.004688154349142855,UCD-0001613,Healthy,Endocrinology & Hormones
0.035959107704102,UCD-0001613,Healthy,Endocrinology & Hormones
0.041856145525681995,UCD-0001613,Healthy,Endocrinology & Hormones
-0.11387154932663719,UCD-0001613,Healthy,Endocrinology & Hormones
-0.01486207603818794,UCD-0001613,Healthy,Endocrinology & Hormones
0.03730812040756138,UCD-0001613,Healthy,Endocrinology & Hormones
0.020982716244026894,UCD-0001613,Healthy,Endocrinology & Hormones
-0.116034171356424,UCD-0001613,Healthy,Endocrinology & Hormones
-0.013718971689504708,UCD-0001613,Healthy,Endocrinology & Hormones
0.08438043359844491,UCD-0001613,Healthy,Endocrinology & Hormones
0.14874631624852874,UCD-0001613,Healthy,Endocrinology & Hormones
-0.21413303564580305,UCD-0001613,Healthy,Endocrinology & Hormones
-0.03768044255538163,UCD-0001613,Healthy,Endocrinology & Hormones
0.020386200805567602,UCD-0001613,Healthy,Endocrinology & Hormones
0.09970612305342894,UCD-0001613,Healthy,Endocrinology & Hormones
-0.243333180715367,UCD-0001613,Healthy,Endocrinology & Hormones
-0.09506506241646823,UCD-0001613,Healthy,Endocrinology & Hormones
0.012099564337465906,UCD-0001613,Healthy,Endocrinology & Hormones
0.055428208695721216,UCD-0001613,Healthy,Endocrinology & Hormones
-0.278373876043548,UCD-0001613,Healthy,Endocrinology & Hormones
-0.27597660690861203,UCD-0001613,Healthy,Endocrinology & Hormones
-0.1875148840789527,UCD-0001613,Healthy,Endocrinology & Hormones
-0.16900436118714984,UCD-0001613,Healthy,Endocrinology & Hormones
0.03211537039264855,UCD-0001613,Healthy,Endocrinology & Hormones
0.18960387377842086,UCD-0001613,Healthy,Endocrinology & Hormones
0.2517422073422373,UCD-0001613,Healthy,Endocrinology & Hormones
0.3295325976499935,UCD-0001613,Healthy,Endocrinology & Hormones
0.20938238413021748,UCD-0001613,Healthy,Endocrinology & Hormones
0.24782393932901525,UCD-0001613,Healthy,Endocrinology & Hormones
0.15347804988200517,UCD-0001613,Healthy,Endocrinology & Hormones
0.31005633265195703,UCD-0001613,Healthy,Endocrinology & Hormones
-0.031282251274466336,UCD-0001613,Healthy,Endocrinology & Hormones
0.11521758897413766,UCD-0001613,Healthy,Endocrinology & Hormones
0.045375207085232176,UCD-0001613,Healthy,Endocrinology & Hormones
0.08999693701025924,UCD-0001613,Healthy,Endocrinology & Hormones
0.11620916640953557,UCD-0001613,Healthy,Endocrinology & Hormones
0.18413775583334607,UCD-0001613,Healthy,Endocrinology & Hormones
0.1204339373519101,UCD-0001613,Healthy,Endocrinology & Hormones
0.12023845075856072,UCD-0001613,Healthy,Endocrinology & Hormones
-0.045672322814637505,UCD-0001613,Healthy,Endocrinology & Hormones
0.09500848472087135,UCD-0001613,Healthy,Endocrinology & Hormones
0.0924928832263511,UCD-0001613,Healthy,Endocrinology & Hormones
0.19208556126751442,UCD-0001613,Healthy,Endocrinology & Hormones
-0.19883674613055793,UCD-0001613,Healthy,Endocrinology & Hormones
-0.07695981679406076,UCD-0001613,Healthy,Endocrinology & Hormones
-0.021350629938590996,UCD-0001613,Healthy,Endocrinology & Hormones
0.07089920095681576,UCD-0001613,Healthy,Endocrinology & Hormones
-0.2489545297940673,UCD-0001613,Healthy,Endocrinology & Hormones
-0.05519342104030333,UCD-0001613,Healthy,Endocrinology & Hormones
-0.00829521831042767,UCD-0001613,Healthy,Endocrinology & Hormones
0.04073063936255375,UCD-0001613,Healthy,Endocrinology & Hormones
-0.32295660324564107,UCD-0001613,Healthy,Endocrinology & Hormones
-0.1443075594528261,UCD-0001613,Healthy,Endocrinology & Hormones
-0.15523612081401209,UCD-0001613,Healthy,Endocrinology & Hormones
-0.09404783346129142,UCD-0001613,Healthy,Endocrinology & Hormones
0.24344504032100586,UCD-0001766,Healthy,Angiogenesis
0.20876973031958923,UCD-0001766,Healthy,Angiogenesis
0.14852551282447973,UCD-0001766,Healthy,Angiogenesis
0.16758223507852024,UCD-0001766,Healthy,Angiogenesis
0.24026459016325874,UCD-0001766,Healthy,Angiogenesis
0.21518380696066464,UCD-0001766,Healthy,Angiogenesis
0.15727039504346801,UCD-0001766,Healthy,Angiogenesis
0.1699331681277541,UCD-0001766,Healthy,Angiogenesis
0.2448418700563185,UCD-0001766,Healthy,Angiogenesis
0.22510651813165414,UCD-0001766,Healthy,Angiogenesis
0.14968336676484037,UCD-0001766,Healthy,Angiogenesis
0.17812063723469904,UCD-0001766,Healthy,Angiogenesis
0.09624679911471991,UCD-0001766,Healthy,Angiogenesis
0.09421942049242253,UCD-0001766,Healthy,Angiogenesis
0.04109783183524433,UCD-0001766,Healthy,Angiogenesis
0.045736178613201055,UCD-0001766,Healthy,Angiogenesis
0.2875632883470844,UCD-0001766,Healthy,Angiogenesis
0.27803838666675884,UCD-0001766,Healthy,Angiogenesis
0.2062457371474506,UCD-0001766,Healthy,Angiogenesis
0.22481849846500157,UCD-0001766,Healthy,Angiogenesis
0.2931665819031332,UCD-0001766,Healthy,Angiogenesis
0.25691483230026513,UCD-0001766,Healthy,Angiogenesis
0.1906289777563619,UCD-0001766,Healthy,Angiogenesis
0.19770064612863864,UCD-0001766,Healthy,Angiogenesis
0.2996087721424162,UCD-0001766,Healthy,Angiogenesis
0.2649285356801416,UCD-0001766,Healthy,Angiogenesis
0.21554218596470037,UCD-0001766,Healthy,Angiogenesis
0.1982951401350577,UCD-0001766,Healthy,Angiogenesis
