treatment_name,target_cluster,treated_cluster,off_kl_divergence,on_kl_divergence,combined_score
UCD-0159274,1,1,0.009073655674007405,0.0039518382039497625,0.006512746938978584
UCD-0159275,3,0,0.022569552116190397,0.02612892483877303,0.024349238477481716
UCD-0159275,3,1,0.04097051919120682,0.018866780328905673,0.029918649760056246
UCD-0159275,3,2,0.006281540101576906,0.007383388941866556,0.006832464521721732
UCD-0159275,0,0,0.01194965137677199,0.01300070666437603,0.01247517902057401
UCD-0159275,0,1,0.012768184037092307,0.003170875364113179,0.007969529700602742
UCD-0159275,0,2,0.005920846114936651,0.004007502070040717,0.004964174092488683
UCD-0159275,2,0,0.022901976594577107,0.020738975743952656,0.02182047616926488
UCD-0159275,2,1,0.02526311704424438,0.007314599458120214,0.016288858251182297
UCD-0159275,2,2,0.007597107444324476,0.007230254554793,0.0074136809995587385
UCD-0159275,1,0,0.022977938372100572,0.022167946721074226,0.0225729425465874
UCD-0159275,1,1,0.012150692606489823,0.004818813059578778,0.0084847528330343
UCD-0159275,1,2,0.007666100551139954,0.008546689687859703,0.008106395119499829
UCD-0159279,3,0,0.005324533728231435,0.0071679918000342735,0.006246262764132854
UCD-0159279,0,0,0.005805170614701779,0.0023193420087705176,0.004062256311736148
UCD-0159279,2,0,0.009081236346301428,0.005213114709684589,0.007147175527993009
UCD-0159279,1,0,0.01292446997939485,0.009362195017446489,0.011143332498420668
UCD-0159280,3,0,0.009842968855821397,0.008858476567708686,0.009350722711765042
UCD-0159280,3,2,0.035755522002354115,0.04068279607358458,0.03821915903796935
UCD-0159280,3,1,0.04037913166886039,0.015915809680009916,0.028147470674435154
UCD-0159280,0,0,0.009114077157876094,0.004714683129617284,0.006914380143746689
UCD-0159280,0,2,0.013285951066431005,0.013698579732670592,0.013492265399550799
UCD-0159280,0,1,0.01345302649183257,0.003724160749318607,0.008588593620575588
UCD-0159280,2,0,0.013755012886989762,0.00895387877920064,0.011354445833095202
UCD-0159280,2,2,0.038635958426645974,0.03166331813991225,0.03514963828327911
UCD-0159280,2,1,0.019031527771837115,0.005891338408342305,0.01246143309008971
UCD-0159280,1,0,0.013610922091476074,0.01072973335955707,0.012170327725516572
UCD-0159280,1,2,0.02850639870910895,0.026294009640294734,0.02740020417470184
UCD-0159280,1,1,0.01683736451354391,0.008441956430842982,0.012639660472193445
UCD-0159283,3,0,0.008112097048453431,0.008949104854881764,0.008530600951667598
UCD-0159283,3,1,0.016666373361075355,0.015613013298861458,0.016139693329968407
UCD-0159283,3,2,0.02701608212322186,0.032083589072745604,0.029549835597983732
UCD-0159283,0,0,0.002495795836979838,0.0005365694727194815,0.0015161826548496598
UCD-0159283,0,1,0.006651763991238951,0.005300275056253871,0.005976019523746411
UCD-0159283,0,2,0.0071074054311886905,0.004109114945810361,0.005608260188499525
UCD-0159283,2,0,0.01055323816401342,0.0046511190436336275,0.0076021786038235235
UCD-0159283,2,1,0.019787491012174925,0.01635197234179853,0.01806973167698673
UCD-0159283,2,2,0.04492081904399337,0.031199155930849553,0.03805998748742146
UCD-0159283,1,0,0.011358892800760356,0.00798197555517761,0.009670434177968982
UCD-0159283,1,1,0.024204896028016145,0.022673606327689035,0.023439251177852588
UCD-0159283,1,2,0.019002949314963248,0.012733328265498797,0.015868138790231023
UCD-0159284,3,1,0.012172966781477385,0.014883040033129397,0.013528003407303391
UCD-0159284,3,0,0.024336455372065226,0.020455616578595,0.022396035975330113
UCD-0159284,3,3,0.02353403490939635,0.027770421599205664,0.025652228254301006
UCD-0159284,3,2,0.00808988857868204,0.009461509718984027,0.008775699148833034
UCD-0159284,3,4,0.007672125772277591,0.009344997611544278,0.008508561691910934
UCD-0159284,0,1,0.008727838831687061,0.009512565915230146,0.009120202373458603
UCD-0159284,0,0,0.009139399094575167,0.0021455635435309,0.0056424813190530335
UCD-0159284,0,3,0.010098630156560907,0.004475305899942245,0.007286968028251576
UCD-0159284,0,2,0.006461341251759411,0.0041417594178493645,0.005301550334804388
UCD-0159284,0,4,0.005998318338675414,0.005037275531796873,0.005517796935236144
UCD-0159284,2,1,0.013949068672274608,0.012444443678598595,0.013196756175436601
UCD-0159284,2,0,0.030666258378759307,0.010447943124488674,0.02055710075162399
UCD-0159284,2,3,0.048145224857520194,0.02273564041420266,0.03544043263586143
UCD-0159284,2,2,0.011028270548670201,0.0073025137394557614,0.009165392144062982
UCD-0159284,2,4,0.009571074541775285,0.009223089544063708,0.009397082042919495
UCD-0159284,1,1,0.013887356432003214,0.013565960236628137,0.013726658334315675
UCD-0159284,1,0,0.021782686332152287,0.011039608301416412,0.01641114731678435
UCD-0159284,1,3,0.01922025169718038,0.014126942932695796,0.016673597314938088
UCD-0159284,1,2,0.011274095652036785,0.0103865231478672,0.010830309399951991
UCD-0159284,1,4,0.009874724113436378,0.010856633591102675,0.010365678852269525
UCD-0159285,3,0,0.03424231862123568,0.019545935809519348,0.026894127215377515
UCD-0159285,3,2,0.017661979985503586,0.018690262334961006,0.018176121160232296
UCD-0159285,3,1,0.006193678691759258,0.00799560966539312,0.007094644178576189
UCD-0159285,0,0,0.01035142639447316,0.002469542645722151,0.006410484520097655
UCD-0159285,0,2,0.010554851807877793,0.00988375649099091,0.010219304149434352
UCD-0159285,0,1,0.0053243299030791055,0.004595922386646493,0.004960126144862799
UCD-0159285,2,0,0.029773253109695655,0.008551374753529642,0.01916231393161265
UCD-0159285,2,2,0.019032686828439623,0.014179962730765203,0.016606324779602413
UCD-0159285,2,1,0.008931963086920874,0.007847240735902374,0.008389601911411623
UCD-0159285,1,0,0.013313744940741602,0.005145769183949596,0.009229757062345599
UCD-0159285,1,2,0.019804163872313086,0.016103476246477375,0.01795382005939523
UCD-0159285,1,1,0.00914990226348779,0.009354532981339864,0.009252217622413827
UCD-0159286,3,0,0.032643474022668054,0.010859451336917882,0.021751462679792968
UCD-0159286,0,0,0.014195074262174368,0.01488520361944053,0.014540138940807449
UCD-0159286,2,0,0.04399831368064093,0.03733067636345788,0.040664495022049406
UCD-0159286,1,0,0.029753318639516288,0.0338909682934479,0.03182214346648209
UCD-0159289,3,0,0.008520723329591444,0.00891411345391898,0.008717418391755213
UCD-0159289,0,0,0.007260684151727552,0.005159410915242444,0.006210047533484998
UCD-0159289,2,0,0.010627316277384518,0.009351530416506243,0.00998942334694538
UCD-0159289,1,0,0.010909710235582966,0.010986568707448512,0.010948139471515739
UCD-0159293,3,0,0.007088169196677872,0.0038628768948338553,0.005475523045755864
UCD-0159293,3,1,0.005926447058471,0.006802664920582497,0.006364555989526749
UCD-0159293,0,0,0.007010270401883525,0.001118755204232755,0.00406451280305814
UCD-0159293,0,1,0.005654115519048416,0.00381505771220687,0.004734586615627643
UCD-0159293,2,0,0.005379054005398792,0.0010775852001749914,0.003228319602786892
UCD-0159293,2,1,0.008108373472399101,0.0067339704757884665,0.007421171974093784
UCD-0159293,1,0,0.005339354925085062,0.0016221442845779815,0.0034807496048315217
UCD-0159293,1,1,0.007934847348109189,0.007650127791198603,0.007792487569653896
