treatment_name,target_cluster,treated_cluster,off_kl_divergence,on_kl_divergence,combined_score
UCD-0018179,3,0,0.004335734473598598,0.004454901664473694,0.004395318069036145
UCD-0018179,0,0,0.0039683739090902535,0.0009415368585289994,0.0024549553838096264
UCD-0018179,2,0,0.006233776093952165,0.0020125878520425387,0.004123181972997352
UCD-0018179,1,0,0.0056161492506258525,0.003245213919270721,0.0044306815849482865
UCD-0018207,3,0,0.004879622878724695,0.005665438929620946,0.005272530904172821
UCD-0018207,3,2,0.007057938050612907,0.0037524315825365933,0.00540518481657475
UCD-0018207,3,1,0.016826104036412104,0.01869968813701408,0.017762896086713092
UCD-0018207,0,0,0.00501717045551007,0.0036547061766876244,0.004335938316098848
UCD-0018207,0,2,0.011598698487899848,0.004587537629474764,0.008093118058687307
UCD-0018207,0,1,0.010073456015048015,0.010405254590263707,0.01023935530265586
UCD-0018207,2,0,0.007461036959974885,0.006700919550242026,0.007080978255108455
UCD-0018207,2,2,0.028337960961693904,0.011727645719039701,0.020032803340366803
UCD-0018207,2,1,0.019590699061634062,0.015029007412367998,0.01730985323700103
UCD-0018207,1,0,0.008007513463445151,0.00815886409197951,0.00808318877771233
UCD-0018207,1,2,0.018251169757753177,0.012702887648547786,0.015477028703150483
UCD-0018207,1,1,0.02019141471340318,0.016612348071121306,0.018401881392262245
UCD-0159256,3,0,0.009748987188507295,0.009119631640448171,0.009434309414477733
UCD-0159256,3,1,0.008153614286022652,0.008272701568877073,0.008213157927449862
UCD-0159256,3,2,0.03570950420754081,0.015415625179884263,0.025562564693712535
UCD-0159256,0,0,0.00594930028198622,0.0054699351156910206,0.005709617698838621
UCD-0159256,0,1,0.006140855503875146,0.003939519985509961,0.005040187744692554
UCD-0159256,0,2,0.010155237316608435,0.0023306049892570877,0.006242921152932761
UCD-0159256,2,0,0.010159574097673409,0.007326863228942155,0.00874321866330778
UCD-0159256,2,1,0.009452529091409239,0.007900047777390177,0.008676288434399708
UCD-0159256,2,2,0.018099369068898582,0.008964976904537571,0.013532172986718077
UCD-0159256,1,0,0.010775304699304536,0.008233812141261752,0.009504558420283145
UCD-0159256,1,1,0.011020414513609064,0.010025033661991232,0.010522724087800148
UCD-0159256,1,2,0.012706477482449203,0.004625310571282917,0.00866589402686606
UCD-0159257,3,4,0.009421208326767573,0.01090757654269403,0.010164392434730801
UCD-0159257,3,1,0.022271465082940062,0.01661736133499754,0.0194444132089688
UCD-0159257,3,3,0.011879828796971522,0.01087807308250871,0.011378950939740116
UCD-0159257,3,0,0.012779495734675857,0.014448093996949836,0.013613794865812847
UCD-0159257,3,2,0.011672626473001267,0.012170513715743951,0.01192157009437261
UCD-0159257,0,4,0.01009403301194184,0.0037968696540001895,0.006945451332971015
UCD-0159257,0,1,0.0016982553038239786,0.0009170915884460264,0.0013076734461350025
UCD-0159257,0,3,0.009766008076421334,0.005077805033581019,0.007421906555001177
UCD-0159257,0,0,0.008139663720803464,0.008359863321032938,0.008249763520918201
UCD-0159257,0,2,0.009630811722881497,0.0067749409698469485,0.008202876346364223
UCD-0159257,2,4,0.02859694707154324,0.012720451107053832,0.020658699089298536
UCD-0159257,2,1,0.01326205246334056,0.0046331467121898595,0.00894759958776521
UCD-0159257,2,3,0.008518014305339897,0.003356737421833687,0.005937375863586792
UCD-0159257,2,0,0.012652367142718517,0.010956512667714146,0.011804439905216332
UCD-0159257,2,2,0.013943437933313933,0.011669494298334398,0.012806466115824165
UCD-0159257,1,4,0.013649328245724485,0.0077230485073355665,0.010686188376530025
UCD-0159257,1,1,0.008051063203205738,0.0038491545182350864,0.0059501088607204124
UCD-0159257,1,3,0.002701221772682532,0.002386246615302487,0.0025437341939925093
UCD-0159257,1,0,0.012502039355901584,0.011965993034205312,0.012234016195053448
UCD-0159257,1,2,0.014292961767055317,0.013167865176819737,0.013730413471937528
UCD-0159258,3,3,0.026288742171088997,0.010490378316183508,0.018389560243636253
UCD-0159258,3,0,0.01647551029833722,0.018841271509110552,0.017658390903723883
UCD-0159258,3,1,0.011429410642368767,0.01031571038819017,0.010872560515279468
UCD-0159258,3,2,0.013590786420553232,0.00875889696888199,0.011174841694717611
UCD-0159258,0,3,0.01485520738189788,0.0038695307010069204,0.0093623690414524
UCD-0159258,0,0,0.012352639841070757,0.012642770146322532,0.012497704993696644
UCD-0159258,0,1,0.008726861111105908,0.004125537710529357,0.006426199410817632
UCD-0159258,0,2,0.01262538414224426,0.005077037177989102,0.008851210660116682
UCD-0159258,2,3,0.01892958621884088,0.0037907859512392793,0.01136018608504008
UCD-0159258,2,0,0.017971767794096878,0.015932312580106894,0.016952040187101884
UCD-0159258,2,1,0.013408151095260341,0.008775858546934167,0.011092004821097255
UCD-0159258,2,2,0.011465563939792676,0.004638192100031723,0.008051878019912199
UCD-0159258,1,3,0.015894048240520306,0.005523016908574964,0.010708532574547635
UCD-0159258,1,0,0.017181680167015625,0.017168761986259128,0.017175221076637374
UCD-0159258,1,1,0.013253539407037298,0.011105769919828519,0.012179654663432907
UCD-0159258,1,2,0.011596407456896248,0.005680857785000493,0.00863863262094837
UCD-0159259,3,0,0.009256099038319145,0.005826643378465186,0.007541371208392165
UCD-0159259,3,1,0.005633444639910783,0.0067655686576825035,0.006199506648796644
UCD-0159259,3,2,0.004758581092881794,0.002178972721976511,0.0034687769074291525
UCD-0159259,0,0,0.012893354955251644,0.00512009414040067,0.009006724547826157
UCD-0159259,0,1,0.004999742196108209,0.003819782434152672,0.00440976231513044
UCD-0159259,0,2,0.0050273213766353205,0.0009290492398936288,0.0029781853082644747
UCD-0159259,2,0,0.0218518028087396,0.010364250801527489,0.016108026805133544
UCD-0159259,2,1,0.007186131778587309,0.006744948606969513,0.0069655401927784105
UCD-0159259,2,2,0.0027189596229608044,0.0005150664600497971,0.0016170130415053008
UCD-0159259,1,0,0.01723923368029061,0.011611030695229903,0.014425132187760257
UCD-0159259,1,1,0.007336049781857529,0.007887302346801245,0.007611676064329387
UCD-0159259,1,2,0.003099985570093256,0.0008512778990749174,0.0019756317345840865
UCD-0159261,3,0,0.006642680582694167,0.007358341320002419,0.007000510951348293
UCD-0159261,0,0,0.0048605705229951696,0.0013415246033969823,0.0031010475631960757
UCD-0159261,2,0,0.009022041877095249,0.0027583817039967154,0.005890211790545982
UCD-0159261,1,0,0.007415661119266184,0.00437099652747005,0.0058933288233681165
UCD-0159262,3,0,0.010908867999655552,0.010366800077769689,0.01063783403871262
UCD-0159262,0,0,0.006293966211406123,0.0021617349257178715,0.004227850568561998
UCD-0159262,2,0,0.014848784312042906,0.004474638125434641,0.009661711218738774
UCD-0159262,1,0,0.013649575650572947,0.007084790931837266,0.010367183291205107
UCD-0159263,3,3,0.006867757025000797,0.006176233028702809,0.006521995026851803
UCD-0159263,3,1,0.011074157010723541,0.011224051059008642,0.011149104034866093
UCD-0159263,3,0,0.01442867133371357,0.008696287194239118,0.011562479263976345
UCD-0159263,3,2,0.01724128685586561,0.01732420855511829,0.01728274770549195
UCD-0159263,0,3,0.007509937352849073,0.0037160457870861596,0.005612991569967616
UCD-0159263,0,1,0.008330715704086186,0.005630921841242159,0.006980818772664172
UCD-0159263,0,0,0.008340808373511012,0.0023299199993514646,0.005335364186431238
UCD-0159263,0,2,0.011830915660375267,0.011070017134454012,0.011450466397414639
UCD-0159263,2,3,0.005932757980124521,0.002715870201777636,0.004324314090951078
UCD-0159263,2,1,0.011921461746112787,0.01090648076964042,0.011413971257876604
UCD-0159263,2,0,0.003702521297409842,0.00191377759642689,0.002808149446918366
UCD-0159263,2,2,0.01692191816543073,0.014495136711149896,0.015708527438290314
UCD-0159263,1,3,0.0028076674904104915,0.0018058718402106373,0.0023067696653105646
UCD-0159263,1,1,0.013191773111408789,0.012408894690779576,0.012800333901094182
UCD-0159263,1,0,0.005710610537425454,0.002201055404198932,0.003955832970812193
UCD-0159263,1,2,0.01823779335866336,0.01565383553300714,0.01694581444583525
UCD-0159265,3,0,0.009030029038275836,0.008721441841498905,0.00887573543988737
UCD-0159265,3,3,0.007597133900747283,0.005694660452128061,0.006645897176437672
UCD-0159265,3,2,0.024268795810268973,0.013151407106687342,0.018710101458478158
UCD-0159265,3,1,0.03911974356591611,0.021905331798311337,0.030512537682113726
UCD-0159265,0,0,0.005769697462969138,0.00497866328755682,0.005374180375262979
UCD-0159265,0,3,0.005829192704021187,0.0030653054673234177,0.004447249085672303
UCD-0159265,0,2,0.01319584952317385,0.003993143168891159,0.008594496346032505
UCD-0159265,0,1,0.011275258476629177,0.0026829622333241947,0.006979110354976685
UCD-0159265,2,0,0.009429093584541082,0.006167556684401954,0.007798325134471517
UCD-0159265,2,3,0.004830342860584221,0.0019632903532576873,0.003396816606920954
UCD-0159265,2,2,0.010390111216280707,0.0037364037313898993,0.007063257473835303
UCD-0159265,2,1,0.041767105007192676,0.011379413633974813,0.026573259320583745
UCD-0159265,1,0,0.00904175393205086,0.007152142349144812,0.008096948140597835
UCD-0159265,1,3,0.0020947524585261017,0.0009267410191689273,0.0015107467388475145
UCD-0159265,1,2,0.013768663577064851,0.0032539416597593337,0.008511302618412092
UCD-0159265,1,1,0.013442602006015355,0.004757574722036462,0.00910008836402591
UCD-0159269,3,0,0.001278821883301692,0.0011641123164539179,0.001221467099877805
UCD-0159269,3,1,0.03946663087418276,0.019035187964534024,0.029250909419358394
UCD-0159269,0,0,0.001011650761845841,0.00043115231846880804,0.0007214015401573245
UCD-0159269,0,1,0.010705106211142457,0.002553737569140779,0.006629421890141618
UCD-0159269,2,0,0.0012989410008436221,0.000744765423925092,0.0010218532123843571
UCD-0159269,2,1,0.01562925190689865,0.006433853563003953,0.011031552734951301
UCD-0159269,1,0,0.001177901310497405,0.0008476695637321556,0.0010127854371147803
UCD-0159269,1,1,0.010889658014508467,0.004305790897945196,0.007597724456226832
UCD-0159270,3,0,0.00810974507338584,0.008377839149329694,0.008243792111357767
UCD-0159270,3,1,0.011221651211120082,0.010776176338723286,0.010998913774921685
UCD-0159270,0,0,0.00639899503608933,0.0040362167515807495,0.005217605893835039
UCD-0159270,0,1,0.011213165586553216,0.0064198103705628016,0.008816487978558009
UCD-0159270,2,0,0.010196447767135575,0.007773453195468704,0.008984950481302139
UCD-0159270,2,1,0.006996444329102055,0.004664010151238485,0.005830227240170269
UCD-0159270,1,0,0.009483424198530589,0.009445126752210051,0.00946427547537032
UCD-0159270,1,1,0.006075167548824641,0.0030018600652205215,0.004538513807022582
UCD-0159271,3,0,0.00817099923363011,0.00420358760604975,0.00618729341983993
UCD-0159271,0,0,0.008479365417005521,0.0013124896565151476,0.0048959275367603345
UCD-0159271,2,0,0.005781342496162881,0.000844102739755821,0.003312722617959351
UCD-0159271,1,0,0.005945265778633106,0.0014840896645178258,0.0037146777215754656
UCD-0159273,3,0,0.007574969191468521,0.00787443527375066,0.00772470223260959
UCD-0159273,0,0,0.007510404140080277,0.003910791839373789,0.0057105979897270325
UCD-0159273,2,0,0.009216781336490657,0.007474102063239323,0.008345441699864991
UCD-0159273,1,0,0.00876290799623684,0.00817506637583391,0.008468987186035375
UCD-0159274,3,0,0.012740806544263506,0.01208480957702087,0.012412808060642188
UCD-0159274,3,2,0.01503898441488035,0.015594967540419403,0.015316975977649878
UCD-0159274,3,1,0.007349230305122628,0.004331276743567438,0.005840253524345033
UCD-0159274,0,0,0.006250503579056802,0.0023384414418872825,0.004294472510472042
UCD-0159274,0,2,0.010580223296518846,0.006057441609320524,0.008318832452919684
UCD-0159274,0,1,0.004761334026244238,0.0018631063674530083,0.0033122201968486236
UCD-0159274,2,0,0.012520180372436095,0.005237594646612326,0.00887888750952421
UCD-0159274,2,2,0.01931686526379784,0.014412683638923833,0.016864774451360837
UCD-0159274,2,1,0.008583922226268652,0.0033131882612704514,0.005948555243769552
UCD-0159274,1,0,0.014847673406330041,0.008572148265860483,0.011709910836095263
UCD-0159274,1,2,0.018672718469763136,0.01589092843834572,0.017281823454054428
